Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
119	0.9090909	0.27272728	1.0	0.09090909	45.2	0.0436532	0.16588724	0.91976625	-0.025622927	60000	-0.30821246	0.0023394737	0.0029772222	-0.00070238183	1.5410622	0.01895053	0.406	8.0	78.67589545249939
120	0.8090909	0.38235894	1.0	0.0	45.2	0.06630368	0.19297628	1.1053311	-0.017549045	60500	-0.2806193	0.0064639514	-0.0043377876	-0.00097609963	1.4030964	0.021213474	0.548	8.0	79.27720355987549
121	1.0	0.0	1.0	1.0	50.0	0.053537164	0.1658312	0.959145	0.011997931	61000	-0.30820248	0.0011771402	0.007736057	-0.0007391521	1.5410125	0.016315158	0.404	1.0	79.8652822971344
122	0.8181818	0.36363637	1.0	0.09090909	45.2	0.15271509	0.35767856	1.1454545	-0.005622104	61500	-0.27528685	0.008748296	0.00032907724	-0.004501356	1.3764343	0.0052357004	0.148	15.0	80.51171112060547
123	0.9090909	0.27272728	1.0	0.09090909	45.2	0.06705114	0.15994532	0.9034348	0.014384799	62000	-0.30181012	0.003241247	-0.0038510263	-0.00080756424	1.5090505	0.0036615056	0.342	15.0	81.10010099411011
124	0.6363636	0.46079618	1.0	0.0	35.23077	0.058105744	0.24240948	1.128955	-0.17603748	62500	-0.29643238	0.02508475	0.013224661	-0.010184073	1.4821616	0.018022206	0.694	4.0	81.67041635513306
125	0.9090909	0.27272728	1.0	0.09090909	45.2	0.035081327	0.102704294	0.5936723	-0.0066833645	63000	-0.3018274	0.00974583	-0.004031688	-0.0072238203	1.5091369	0.0152956275	0.338	11.0	82.31187582015991
126	0.8347107	0.35063148	1.0	0.09090909	41.272728	0.06427365	0.18009047	0.9821369	0.0008189529	63500	-0.30416986	0.0037816362	-0.0027229786	7.3029194e-05	1.5208492	0.030957244	0.362	2.0	82.83028197288513
127	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.05417089	0.19117509	1.0578214	0.0024550855	64000	-0.30652592	0.003780512	0.0019595325	-0.00016002823	1.5326296	0.0150817735	0.912	7.0	83.43282198905945
128	0.8181818	0.36363634	1.0	0.09090909	45.2	0.08491877	0.20133682	0.98260736	0.005318925	64500	-0.2933253	0.0042275754	0.0063844025	-0.0004572298	1.4666266	0.03241325	0.452	4.0	83.98464179039001
129	0.9090909	0.27272725	1.0	0.09090909	45.2	0.06031668	0.1645141	0.9111792	0.008110963	65000	-0.29809323	0.002783797	-0.011331946	-0.00066775293	1.4904661	0.047667872	0.438	3.0	84.52584934234619
130	0.8347107	0.35063148	1.0	0.09090909	41.272728	0.05300159	0.19608158	1.0698187	0.0036576241	65500	-0.30705476	0.0029846476	0.0052562654	-0.00025044568	1.5352738	0.025379727	0.382	1.0	85.09574556350708
131	1.0	0.0	1.0	1.0	50.0	0.04026388	0.18216527	1.0118791	-0.015224479	66000	-0.30798525	0.00038473165	-0.0008125007	-0.00016532326	1.5399262	0.0012970057	0.0	15.0	85.66827273368835
132	0.6503496	0.4422766	1.0	0.09090909	35.23077	0.08408047	0.20161434	1.0851549	-0.018115826	66500	-0.3002955	0.008157126	-0.0035822988	-0.0011383747	1.5014775	0.01568197	0.202	13.0	86.29124236106873
133	1.0	0.0	1.0	1.0	50.0	0.046354134	0.1570093	0.897331	-0.009743437	67000	-0.30936053	0.0019048948	-0.0013885796	-0.0013810466	1.5468026	0.018351955	0.35	2.0	86.80816078186035
134	0.7132867	0.43062392	1.0	0.0	35.23077	0.07664563	0.21236444	1.1137878	0.011070058	67500	-0.30593562	0.007998512	0.0047957003	-0.0016798894	1.5296781	0.015873037	0.166	1.0	87.39119148254395
135	0.9090909	0.27272728	1.0	0.09090909	45.2	0.040258642	0.15961488	0.8804583	-0.0071627125	68000	-0.30658785	0.0027938574	0.0004711151	-0.0009240365	1.5329392	0.019171696	0.364	3.0	87.94643950462341
136	0.8347107	0.35063148	1.0	0.09090909	41.272728	0.06809668	0.18015628	1.038837	-0.0016952828	68500	-0.30444753	0.0023642555	-0.0020103753	-9.2261005e-05	1.5222377	0.0033781407	0.41	15.0	88.57321906089783
137	0.8347107	0.35063148	1.0	0.09090909	41.272728	0.060256682	0.20326434	1.1174804	-0.008144893	69000	-0.30663258	0.0027560266	0.0006826222	-0.00037701125	1.5331628	0.019886032	0.952	4.0	89.10349464416504
138	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.05207656	0.18824442	1.0069301	-0.06737779	69500	-0.30721328	0.0033549299	-0.00056284666	-6.385823e-05	1.5360663	0.00035846067	0.0	15.0	89.69534158706665
139	0.74380165	0.41896832	1.0	0.0	41.272728	0.09317381	0.22103667	0.98783267	-0.011867411	70000	-0.28337532	0.007343458	-0.0025008619	-0.0016458756	1.4168766	-0.0055593196	0.42	15.0	90.29168748855591
140	0.6818182	0.45074168	1.0	0.0	38.0	0.08829626	0.16757879	0.86023474	-0.0042289644	70500	-0.29647145	0.007001115	0.003138125	-0.00041470584	1.4823571	0.019791989	0.342	1.0	90.9417314529419
141	0.77272725	0.3936479	1.0	0.09090909	38.0	0.05768522	0.1608245	0.86213356	0.008696251	71000	-0.30546993	0.0046318327	0.0022864342	-0.00055623567	1.5273496	0.020093316	0.544	4.0	91.50152969360352
142	0.8090909	0.38235894	1.0	0.0	45.2	0.11290634	0.21662673	1.0329107	-0.015594676	71500	-0.28333735	0.0067059887	-0.0069003105	-0.0012343326	1.4166868	0.006564855	0.246	15.0	92.07962703704834
143	0.66883117	0.44484073	1.0	0.0	32.857143	0.03538933	0.18071395	0.9137344	-0.07160614	72000	-0.30353776	0.0066161538	-0.0021311343	-0.000107723754	1.5176888	0.01693293	0.316	9.0	92.73127269744873
144	0.9090909	0.27272728	1.0	0.09090909	45.2	0.032755584	0.16123402	0.8989092	-0.023702756	72500	-0.30874756	0.0025899329	0.0011194944	-0.00094811455	1.5437378	0.005650574	0.206	15.0	93.28860545158386
145	1.0	0.0	1.0	1.0	50.0	0.042173445	0.19439578	1.080353	-0.0042154044	73000	-0.30978373	0.00032406536	-0.0020578206	-1.6354665e-05	1.5489187	0.00042941546	0.192	15.0	93.83276724815369
146	0.9090909	0.27272728	1.0	0.09090909	45.2	0.032676622	0.19959158	1.1060951	-0.10383127	73500	-0.3080829	0.0016542866	-0.002309233	-0.00012278894	1.5404146	0.0005741234	0.092	15.0	94.49673295021057
147	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.040767305	0.19909802	1.0511982	-0.011803076	74000	-0.30835634	0.0026300217	-0.003198862	-0.00012764381	1.5417817	0.005611412	0.106	15.0	95.08121871948242
148	0.7090909	0.4449905	1.0	0.0	45.1	0.13114414	0.23605996	0.9770156	-0.0014346689	74500	-0.2865749	0.03194932	0.016926914	-0.015039697	1.4328744	0.017251156	0.356	1.0	95.81707262992859
149	0.8727273	0.30205905	1.0	0.0	45.2	0.050398186	0.108284906	0.582282	-0.008210644	75000	-0.2988131	0.022967009	0.031037033	-0.01602821	1.4940656	0.05257902	0.594	1.0	96.41558313369751
150	1.0	0.0	1.0	1.0	50.0	0.06709169	0.22745754	1.2021257	-0.008149803	75500	-0.2826705	0.0019342214	0.0134238005	-0.00017337815	1.4133525	0.016006358	0.07	1.0	97.01003289222717
151	0.8264463	0.36867285	1.0	0.0	41.272728	0.042314574	0.21284953	1.1336236	-0.061450697	76000	-0.2697464	0.0037885224	-0.007128328	-0.0005662639	1.3487319	0.06356641	0.95	2.0	97.50922966003418
152	0.8090909	0.38235894	1.0	0.0	45.2	0.061098456	0.19788751	0.9459258	-0.059025906	76500	-0.28700843	0.0043126927	-0.00034877658	-0.0005307803	1.4350421	0.016611824	0.378	1.0	98.07000970840454
153	0.7651515	0.4073335	1.0	0.0	38.0	0.044289663	0.16151632	0.864846	-0.0495888	77000	-0.29110587	0.0060259555	-0.017318755	-0.0004498735	1.4555292	0.056240298	0.648	2.0	98.63779377937317
154	0.75757575	0.42043746	1.0	0.0	38.0	0.044002272	0.1959898	0.9902059	-0.028822593	77500	-0.30892858	0.006204031	0.0058189034	-0.0004404066	1.5446428	0.03737546	0.808	1.0	99.3281524181366
155	1.0	0.0	1.0	1.0	50.0	0.02346473	0.16197768	0.87291145	-0.027733862	78000	-0.30502808	0.0013970818	0.021424085	-0.0011176981	1.5251402	0.041822985	0.96	1.0	100.0682623386383
156	1.0	0.0	1.0	1.0	50.0	0.024559094	0.20094068	1.1184969	-0.07479811	78500	-0.2886304	0.00044050408	0.012892544	-8.757858e-05	1.443152	0.032620195	0.558	1.0	100.55774760246277
157	0.9090909	0.27272728	1.0	0.09090909	45.2	0.057846025	0.1868433	1.0750549	-0.011409782	79000	-0.27569628	0.002027016	0.008493453	-0.0001408069	1.3784814	0.06600545	0.668	1.0	101.10144233703613
158	0.8181818	0.36363634	1.0	0.09090909	45.2	0.0944738	0.23773858	1.122085	-0.01462242	79500	-0.26966295	0.004654121	-0.0055880547	-0.001307542	1.3483148	0.017247945	0.696	1.0	101.84477710723877
159	0.66883117	0.44484076	1.0	0.0	32.857143	0.05491369	0.19348837	0.9738963	-0.027726434	80000	-0.28679344	0.0072490987	-0.0062455237	-0.00048554642	1.4339672	0.06598638	0.942	1.0	102.411700963974
160	1.0	0.0	1.0	1.0	50.0	0.04051737	0.15212016	0.84110785	-0.018466309	80500	-0.30061418	0.0020215497	0.007932216	-0.0018415403	1.5030708	0.035415124	0.96	1.0	102.92862606048584
161	0.9	0.29999998	1.0	0.0	45.2	0.040893637	0.21336254	1.1028942	-0.030298494	81000	-0.30286926	0.004106363	-0.005479455	-0.0007970028	1.5143461	0.015575995	0.51	5.0	103.49609756469727
162	0.8181818	0.36363634	1.0	0.09090909	45.2	0.06675312	0.18997967	0.9328299	-0.037351146	81500	-0.3043758	0.0041923174	0.01477322	-0.00031611603	1.521879	0.04061506	0.592	1.0	104.10436058044434
163	0.9090909	0.27272728	1.0	0.09090909	45.2	0.04644732	0.16398895	0.88933724	0.0037156716	82000	-0.30581963	0.0021857528	0.013100505	-0.0005971615	1.5290982	0.03901464	0.748	1.0	104.63212203979492
164	0.9090909	0.27272728	1.0	0.09090909	45.2	0.055923026	0.1997296	1.0823393	-0.009947866	82500	-0.2949802	0.0017045634	-0.008533806	-0.00013758568	1.474901	0.052549202	0.59	2.0	105.17567658424377
165	1.0	0.0	1.0	1.0	50.0	0.041626245	0.1838602	1.0265851	-0.020021684	83000	-0.30867243	0.00039301315	0.012772381	-0.00015559114	1.5433619	0.047110707	0.412	3.0	105.71361589431763
166	0.9090909	0.27272728	1.0	0.09090909	45.2	0.05759213	0.198575	1.0982059	-0.020144388	83500	-0.30089733	0.0022629956	-0.00042301416	-0.00015981705	1.5044867	0.06285071	0.866	3.0	106.25251984596252
167	0.6363636	0.46079618	1.0	0.0	35.23077	0.10238565	0.2155329	1.0323654	-0.011487767	84000	-0.3048803	0.008752831	0.007522136	-0.0013925764	1.5244014	0.021040134	0.39	10.0	106.85706448554993
168	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.06027638	0.156336	0.87968606	0.0026944578	84500	-0.30360338	0.003824667	-0.00025716424	-0.0011042401	1.5180169	0.019462185	0.554	4.0	107.46222710609436
169	0.74380165	0.41896835	1.0	0.0	41.272728	0.06425849	0.20781069	1.0807916	-0.03494493	85000	-0.3040331	0.007869031	0.02151239	-0.0013898765	1.5201654	0.049198143	0.748	1.0	108.04842877388
170	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.061789732	0.15981418	0.8779172	0.020489067	85500	-0.2902135	0.0038222354	-0.008859128	-0.00075732195	1.4510674	0.024390668	0.57	2.0	108.63328051567078
171	0.9090909	0.27272725	1.0	0.09090909	50.0	0.13838117	0.32152283	1.0302411	-0.025078565	86000	-0.27641484	0.0055777235	0.010593176	-0.0022688943	1.382074	0.036503248	0.504	1.0	109.16695594787598
172	1.0	0.0	1.0	1.0	50.0	0.039115567	0.146737	0.83449924	0.0051749125	86500	-0.3089167	0.0025789915	0.015382677	-0.0020944348	1.5445836	0.03990691	0.352	1.0	109.69032311439514
173	0.8264463	0.36867285	1.0	0.0	41.272728	0.056646924	0.20637208	1.1664424	-6.670505e-05	87000	-0.3000459	0.0042264047	-0.0030143857	-0.00061102444	1.5002295	0.016076174	0.788	3.0	110.23797607421875
174	0.9090909	0.27272728	1.0	0.09090909	45.2	0.044709023	0.18694983	1.0084469	-0.0030464306	87500	-0.30575576	0.0017293132	0.0043615103	-4.9506663e-05	1.5287788	0.018599126	0.484	2.0	110.78561353683472
175	0.9090909	0.27272728	1.0	0.09090909	50.0	0.07808534	0.19475956	1.0214409	-0.006977938	88000	-0.29993463	0.0025284432	-0.0010754168	-0.0003331427	1.499673	0.021554064	0.34	4.0	111.28098607063293
176	0.8181818	0.36363637	1.0	0.09090909	45.2	0.05429377	0.18509728	0.9759225	-0.019377902	88500	-0.30695412	0.0042133327	-0.0021196902	-0.00048788078	1.5347705	0.0020349638	0.192	15.0	111.8642258644104
177	0.68939394	0.43985087	1.0	0.0	38.0	0.07119151	0.20513725	0.9484297	-0.012606926	89000	-0.28368124	0.0067987456	-0.002969265	-0.0013978169	1.4184061	0.0037203892	0.27	15.0	112.46245241165161
178	0.9090909	0.27272725	1.0	0.09090909	45.2	0.039868195	0.15529142	0.8591659	-0.0007124841	89500	-0.30460295	0.0029907734	-0.0005389452	-0.0010556536	1.5230147	0.020337252	0.956	4.0	113.0985541343689
179	0.7132867	0.43062392	1.0	0.0	35.23077	0.055164173	0.20664386	1.086684	0.0017210618	90000	-0.3050088	0.006729162	-0.0013299286	-0.00093986234	1.525044	-0.0021004796	0.002	15.0	113.74798703193665
180	0.9090909	0.27272728	1.0	0.09090909	45.2	0.04397798	0.16374826	0.8956159	-0.00013357401	90500	-0.3087107	0.0024349068	-0.00014427304	-0.00067276554	1.5435535	0.0008996756	0.008	15.0	114.37222385406494
181	0.9	0.29999998	1.0	0.0	45.2	0.043388885	0.18131816	1.0609562	-0.008351974	91000	-0.30897555	0.0026500642	-0.0009624064	-0.0002379173	1.5448778	0.0007018893	0.002	15.0	114.98405885696411
182	1.0	0.0	1.0	1.0	50.0	0.037600853	0.19935428	1.1171193	-0.030778185	91500	-0.30980107	0.0003235493	-0.0021921098	-4.08325e-05	1.5490053	-0.0003755703	0.012	15.0	115.53099179267883
183	1.0	0.0	1.0	1.0	50.0	0.028205378	0.19458035	1.081048	-0.064944744	92000	-0.30875015	0.00027962064	-0.008622825	-4.343121e-05	1.5437508	0.0033728366	0.014	15.0	116.06714630126953
184	0.75	0.4330127	1.0	0.0	38.0	0.05855718	0.21164128	1.100941	0.00075662136	92500	-0.30961403	0.008231426	0.02269432	-0.0015292009	1.5480703	0.06640515	0.444	1.0	116.70463514328003
185	0.7651515	0.4073335	1.0	0.0	38.0	0.052335944	0.16503596	0.85101986	0.0065410137	93000	-0.29664686	0.006656194	0.019927025	-0.00025389297	1.4832343	0.041371234	0.556	1.0	117.28582715988159
186	1.0	0.0	1.0	1.0	50.0	0.039298918	0.16627705	0.91278	-0.051299438	93500	-0.27518025	0.0010343979	0.0014597774	-0.0007510117	1.3759012	0.03366918	0.912	2.0	117.82966685295105
187	0.74380165	0.41896835	1.0	0.0	41.272728	0.12374399	0.25616005	1.1357057	0.020087518	94000	-0.2745791	0.007946331	0.0037509203	-0.002766978	1.3728955	0.016580919	0.836	1.0	118.39491701126099
188	0.74380165	0.41896832	1.0	0.0	43.272728	0.0915789	0.17952468	0.8948583	0.017928198	94500	-0.2858208	0.014380648	0.0023117363	-0.0031733038	1.429104	0.026623363	0.274	1.0	118.94114804267883
189	1.0	0.0	1.0	1.0	50.0	0.059783418	0.121811785	0.6887326	-0.016281664	95000	-0.29924038	0.006126278	0.0036828816	-0.0054165134	1.4962019	0.033191208	0.26	1.0	119.4750280380249
190	0.5984848	0.47594815	1.0	0.0	37.75	0.15300797	0.27672216	1.1474602	-0.05733023	95500	-0.25453758	0.04046221	0.018957347	-0.020072864	1.2726878	0.020480443	0.37	1.0	120.10990953445435
191	0.9090909	0.27272728	1.0	0.09090909	50.0	0.11619374	0.0780892	0.5414968	0.07445347	96000	-0.3018807	0.012382841	0.0024536848	-0.0029835189	1.5094035	0.016803082	0.444	3.0	120.63645529747009
192	0.9090909	0.27272725	1.0	0.09090909	50.0	0.12059039	0.12157903	0.73885304	0.037914243	96500	-0.30401292	0.0062050847	0.008260876	-0.002808855	1.5200645	0.015755087	0.428	1.0	121.13114047050476
193	0.9	0.29999998	1.0	0.0	45.2	0.08981888	0.16552426	0.95816046	0.03494444	97000	-0.30671957	0.002700079	-0.0010875762	-0.0006079704	1.5335978	0.022766128	0.496	3.0	121.75112342834473
194	0.7651515	0.40733346	1.0	0.0	38.0	0.1028882	0.205872	1.1142553	0.016353346	97500	-0.30575365	0.0055955653	0.0053617656	-0.0012069466	1.5287682	0.028981423	0.75	4.0	122.30927777290344
195	1.0	0.0	1.0	1.0	50.0	0.069325134	0.17530401	0.9774651	-0.095263004	98000	-0.3057589	0.0008920082	0.000616163	-0.0005469394	1.5287944	0.0037115174	0.084	15.0	122.84390044212341
196	1.0	0.0	1.0	1.0	50.0	0.074847564	0.18598846	1.0716994	-0.0038600564	98500	-0.30726525	0.00025225544	-0.0028164387	-6.605797e-05	1.5363262	0.0018036728	0.008	15.0	123.36304306983948
197	0.9090909	0.27272728	1.0	0.09090909	45.2	0.07269795	0.21004467	1.1382769	0.0186496	99000	-0.3074365	0.002055831	-0.0015559196	-0.00047534378	1.5371823	0.0065627717	0.232	15.0	123.97920155525208
198	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.074587524	0.18461818	1.002985	0.020369202	99500	-0.30702838	0.0033076569	-0.0008177161	-0.00010712701	1.535142	0.0058609513	0.228	15.0	124.62007641792297
199	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.0684498	0.18267152	0.9837143	0.0134468	100000	-0.30808613	0.0034310713	-0.00022339821	-0.00010823808	1.5404305	0.0013824458	0.0	15.0	125.206552028656
200	0.6293706	0.4696261	1.0	0.0	34.846153	0.10958367	0.2203825	0.9857808	0.01741112	100500	-0.28560567	0.029420476	0.015723139	-0.0151126925	1.4280285	0.021990612	0.35	3.0	125.89062929153442
201	0.9090909	0.27272725	1.0	0.09090909	45.2	0.08204614	0.08378396	0.5129174	-0.17557147	101000	-0.30717674	0.013174627	-0.0064799488	-0.010971345	1.5358838	0.042519692	0.278	4.0	126.40939545631409
202	0.9090909	0.27272725	1.0	0.09090909	50.0	0.09075593	0.18005781	1.0053055	0.008191109	101500	-0.30864683	0.0028284404	0.0071423054	-0.00038611353	1.5432341	0.020430401	0.808	1.0	126.94728016853333
203	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.06119381	0.18828109	1.0119696	-0.017896317	102000	-0.30101985	0.0024717108	0.00018966198	-5.577202e-05	1.5050992	0.041841213	0.488	3.0	127.63485765457153
204	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.05949315	0.18512756	0.9949385	-0.006127782	102500	-0.30396906	0.0028793411	-0.00086033344	-4.3574488e-05	1.5198452	0.02858126	0.718	2.0	128.2187945842743
205	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.06382999	0.18424276	1.0004892	0.005317405	103000	-0.30606338	0.0033240356	0.00032874942	-9.536836e-05	1.530317	0.018159572	0.53	1.0	128.7452735900879
206	0.9090909	0.27272728	1.0	0.09090909	50.0	0.10409167	0.21855369	1.0038832	-0.0044376403	103500	-0.28761503	0.0014515736	0.002832681	-0.00018806104	1.4380752	0.025912262	0.3	2.0	129.30589079856873
207	0.9090909	0.27272728	1.0	0.09090909	45.2	0.0475194	0.19320081	1.0380039	-0.0033254474	104000	-0.30491337	0.0012902421	-0.0016742945	-5.7165744e-06	1.524567	0.020999366	0.76	4.0	129.85784459114075
208	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.044256795	0.1978034	1.0449959	-0.064471684	104500	-0.30558044	0.0030798549	-0.00048032403	-0.00017983839	1.5279022	-0.0007301898	0.0	15.0	130.4425573348999
209	0.66883117	0.44484076	1.0	0.0	32.857143	0.059814904	0.19603783	0.9710926	-0.0035213903	105000	-0.30338815	0.009418106	-0.002565682	-0.00077495165	1.5169406	0.0007917237	0.196	15.0	131.08628225326538
210	0.9090909	0.27272725	1.0	0.09090909	45.2	0.06267156	0.16053729	0.80800694	-0.027602367	105500	-0.30393884	0.004943297	-0.0014155805	-0.00045119645	1.5196941	0.0033116778	0.046	15.0	131.65802454948425
211	0.9090909	0.27272728	1.0	0.09090909	45.2	0.027099896	0.16394301	0.85425836	-0.07698663	106000	-0.3065146	0.0025797791	-0.0006081462	-0.0009901711	1.532573	0.0013351786	0.0	15.0	132.227801322937
212	0.7651515	0.4073335	1.0	0.0	38.0	0.048967633	0.21074648	1.0675017	-0.008880056	106500	-0.30468774	0.0053386423	0.00024670362	-0.00088306563	1.5234387	0.028121315	0.436	1.0	132.83735370635986
213	0.8090909	0.38235894	1.0	0.0	45.2	0.055486143	0.17637703	0.9068403	-0.01838816	107000	-0.29887655	0.005918075	0.011171669	-0.00015363656	1.4943827	0.025217824	0.438	3.0	133.4672248363495
214	0.8264463	0.36867285	1.0	0.0	41.272728	0.050566405	0.15942797	0.83767235	0.005038984	107500	-0.3050025	0.0055934205	-0.00036871433	-0.0005544261	1.5250125	0.023035167	0.414	3.0	134.07783699035645
215	1.0	0.0	1.0	1.0	50.0	0.04119509	0.18250099	1.0415914	-0.011846401	108000	-0.30873522	0.00031889306	0.0052150786	-0.0001607423	1.543676	0.02004942	0.356	1.0	134.61808061599731
216	0.9090909	0.27272725	1.0	0.09090909	45.2	0.056954842	0.20347458	1.0853412	-0.03492967	108500	-0.30366912	0.0013325829	0.0008637309	-0.00014749274	1.5183456	0.017021144	0.548	4.0	135.12711882591248
217	1.0	0.0	1.0	1.0	50.0	0.0613265	0.17998356	1.0116092	-0.0073856637	109000	-0.30749238	0.0007724379	-0.0015750527	-0.00036467193	1.5374619	0.0035977426	0.16	15.0	135.76443529129028
218	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.046257548	0.21160862	1.1408652	-0.05688212	109500	-0.30617532	0.003345926	-0.00017550588	-0.0005220559	1.5308766	-0.00059219456	0.0	15.0	136.34153294563293
219	0.77272725	0.3936479	1.0	0.09090909	38.0	0.05905449	0.19273356	1.0104924	-0.044354342	110000	-0.3039336	0.004638599	-0.0007446408	-0.00015143212	1.5196679	-0.00073149276	0.0	15.0	136.92033338546753
220	0.9090909	0.27272728	1.0	0.09090909	45.2	0.045090806	0.16921921	0.90531355	-0.008170828	110500	-0.30812937	0.001837281	-0.0001296401	-0.00051467714	1.5406468	0.001895425	0.066	15.0	137.5230793952942
221	0.9090909	0.27272728	1.0	0.09090909	45.2	0.051146243	0.19677849	1.0493953	-0.009633079	111000	-0.30819273	0.0015824598	-0.0002130568	-8.974981e-05	1.5409636	-0.0007818043	0.0	15.0	138.10748767852783
222	0.8347107	0.35276768	1.0	0.0	41.272728	0.051597327	0.19598119	1.0174406	-0.015072674	111500	-0.30708298	0.0039328476	0.0097515285	-0.00020686886	1.5354148	0.025084462	0.396	5.0	138.6868109703064
223	0.8264463	0.36867285	1.0	0.0	41.272728	0.03889164	0.18049493	0.9294891	-0.0134167	112000	-0.30424297	0.0036635392	-0.004794359	-3.328477e-05	1.5212148	0.018541414	0.378	1.0	139.24301481246948
224	1.0	0.0	1.0	1.0	50.0	0.037892807	0.17717728	0.9662898	-0.026171662	112500	-0.3083701	0.00046501958	0.004760176	-0.000316409	1.5418506	0.017362747	0.96	3.0	139.77685165405273
225	0.77272725	0.3936479	1.0	0.09090909	38.0	0.04966906	0.20833981	1.0932661	-0.034804292	113000	-0.30389488	0.005153166	0.0010595918	-0.00069680857	1.5194744	0.023129798	0.738	3.0	140.32054662704468
226	0.9090909	0.27272728	1.0	0.09090909	45.2	0.039448965	0.17401516	0.92951924	-0.029783577	113500	-0.30683374	0.0018210678	0.0005347729	-0.0003194519	1.5341687	-0.004225463	0.238	15.0	140.89537525177002
227	0.7651515	0.4073335	1.0	0.0	38.0	0.059361365	0.19885816	1.0278049	-0.007879898	114000	-0.30427814	0.0046296846	-0.0004657805	-0.0002882094	1.5213907	0.015221254	0.616	4.0	141.45275163650513
228	1.0	0.0	1.0	1.0	50.0	0.04439888	0.16881782	0.9957194	-0.0036626682	114500	-0.3085203	0.00092767406	0.004031837	-0.0006271645	1.5426013	0.019824062	0.364	12.0	142.00129532814026
229	1.0	0.0	1.0	1.0	50.0	0.048313882	0.19798878	1.1260563	-0.016292714	115000	-0.3072741	0.00020265495	-0.001378715	2.585238e-05	1.5363705	-0.0029506474	0.148	15.0	142.52309370040894
230	0.9090909	0.27272728	1.0	0.09090909	50.0	0.059560325	0.20068723	1.0631444	-0.03177136	115500	-0.30410093	0.0030158826	-0.0021291673	-0.00028149295	1.5205045	0.023665825	0.492	7.0	143.06755304336548
231	0.8347107	0.35063148	1.0	0.09090909	41.272728	0.046017777	0.18392564	1.0107806	-0.01992733	116000	-0.30600685	0.002861407	0.00026473403	-3.140443e-05	1.5300342	0.016988944	0.844	3.0	143.5740942955017
232	0.9090909	0.27272728	1.0	0.09090909	45.2	0.06341456	0.18326321	1.0329053	-0.007165566	116500	-0.30673006	0.0016091997	-4.7057867e-05	-9.299023e-05	1.5336503	0.015549638	0.528	3.0	144.11868023872375
233	0.9090909	0.27272728	1.0	0.09090909	45.2	0.051689506	0.19376297	1.0320187	-0.04210452	117000	-0.30540428	0.0020226475	0.00031730533	-0.000118228025	1.5270213	0.00065253937	0.144	15.0	144.72459816932678
234	0.9090909	0.27272725	1.0	0.09090909	45.2	0.044495393	0.19638704	1.0321251	-0.0046067834	117500	-0.30805072	0.0016024391	-0.00033470988	-6.160489e-05	1.5402535	0.0037268794	0.21	15.0	145.57086324691772
235	0.8264463	0.36867285	1.0	0.0	41.272728	0.045763083	0.19358422	0.9950156	-0.002657473	118000	-0.3071794	0.0035987117	-0.0005648136	-0.000113771064	1.5358969	0.017791813	0.566	2.0	146.13337898254395
236	0.7651515	0.4073335	1.0	0.0	38.0	0.03640861	0.18808663	0.97038555	-0.050506078	118500	-0.30375183	0.0047101667	0.0053985715	-0.00012007961	1.518759	0.032331735	0.41	1.0	146.75964522361755
237	1.0	0.0	1.0	1.0	50.0	0.037549503	0.16222419	0.9087171	-0.011024848	119000	-0.3022979	0.001244097	0.009393811	-0.0010233491	1.5114896	0.031810615	0.452	2.0	147.26748514175415
238	0.8347107	0.35063145	1.0	0.09090909	41.272728	0.035978973	0.21445544	1.0859516	-0.0579706	119500	-0.3067239	0.0034458514	0.015396416	-0.0005387212	1.5336194	0.024729129	0.378	1.0	147.78791308403015
239	0.75757575	0.42043746	1.0	0.0	38.0	0.027023118	0.19049543	0.9223683	-0.05756849	120000	-0.29782924	0.0069660055	-0.010498762	-0.00020196894	1.4891465	0.01797418	0.698	1.0	148.47587203979492
240	0.9090909	0.27272728	1.0	0.09090909	45.2	0.007807628	0.17197357	0.8366555	-0.17086165	120500	-0.30688095	0.0024701578	0.012481749	-0.0008731788	1.5344048	0.016157525	0.38	1.0	149.06204104423523
241	0.8264463	0.36867285	1.0	0.0	41.272728	0.03942682	0.20467566	1.0199014	-0.014257744	121000	-0.3034645	0.0051852134	0.0116941035	-0.00057886774	1.5173224	0.028320411	0.4	1.0	149.59381747245789
242	0.9090909	0.27272728	1.0	0.09090909	45.2	0.04002076	0.16867393	0.891442	-0.006063655	121500	-0.29603967	0.002055162	-0.0055271983	-0.00051046326	1.4801983	0.04089915	0.392	3.0	150.16144156455994
